,Human Universal Affordance,Funtional Name,Objects,Counts,Reference 1,Reference 2,Reference 3,Cultures (From References),Dollar Street topic,image id
277,Adjusting to the environment,controlling access,door knob,22,"Hilger, M. Inez (Mary Inez). “Araucanian Child Life and Its Cultural Background.” Smithsonian Miscellaneous Collections, vol. 133, Smithsonian Institution, 1957, pp. xx, 439 , 80 plates, https://ehrafworldcultures.yale.edu/document?id=sg04-010.",,,America-Chile,lock on front door,assets/5d4bde53cf0b3a0f3f335ebb/5d4bde53cf0b3a0f3f335ebb.jpg
278,Adjusting to the environment,controlling access,lock,236,"Eells, Myron. The Twana Indians of the Skokomish Reservation in Washington Territory. [s.n.], 1877, pp 67. https://ehrafworldcultures.yale.edu/document?id=nr26-002.",,,America-US,lock on front door,assets/5d4bf149cf0b3a0f3f3564cc/5d4bf149cf0b3a0f3f3564cc.jpg
279,Adjusting to the environment,controlling access,keyhole,47,"Baker, P. R., & Benny, D. J. (2016). Keys, Locks, and Safes. The Complete Guide to Physical Security, 165.",,,General,lock on front door,assets/5d4be046cf0b3a0f3f338ee8/5d4be046cf0b3a0f3f338ee8.jpg
280,Adjusting to the environment,controlling access,keycard,2,"Nipkow, T. (2006, November). Verifying a hotel key card system. In International Colloquium on Theoretical Aspects of Computing (pp. 1-14). Berlin, Heidelberg: Springer Berlin Heidelberg.",,,General,lock on front door,assets/5d4be111cf0b3a0f3f33a653/5d4be111cf0b3a0f3f33a653.jpg
281,Adjusting to the environment,controlling access,latch,2,"Eells, Myron. The Twana Indians of the Skokomish Reservation in Washington Territory. [s.n.], 1877, pp 67. https://ehrafworldcultures.yale.edu/document?id=nr26-002.",,,America-US,lock on front door,assets/5d4bf2e6cf0b3a0f3f3591f0/5d4bf2e6cf0b3a0f3f3591f0.jpg
282,Adjusting to the environment,controlling access,padlock,9,"Reichel-Dolmatoff, Gerardo, and Sydney Muirden. “The Kogi: A Tribe of the Sierra Nevada de Santa Marta, Colombia. Vol. 1.” Revista, vol. 4, no. nos. 1-2, El Instituto, 1949–1950, p. HRAF MS: 342  [original: 319 ], plates, https://ehrafworldcultures.yale.edu/document?id=sc07-001.",,,America-Colombia,lock on front door,assets/5d4bf2aecf0b3a0f3f358b30/5d4bf2aecf0b3a0f3f358b30.jpg
283,Adjusting to the environment,dividing spaces,wall,526,"Smith, M. G. (Michael Garfield), et al. “The Economy of Hausa Communities of Zaria.” Colonial Research Studies, no. 16, H. M. Stationery Off. for the Colonial Office, 1955, pp. viii, 273, PP 18. https://ehrafworldcultures.yale.edu/document?id=ms12-001.",,,Africa-Nigeria,wall inside,assets/5ec4f86bf0611d7ddd740e9e/5ec4f86bf0611d7ddd740e9e.jpg
284,Adjusting to the environment,dividing spaces,divider,7,"Davis, Marvin. “Rank and Rivalry: The Politics of Inequality in Rural West Bengal.” Cambridge Studies in Cultural Systems, Cambridge University Press, 1983, pp. ix, 239, pp 123. https://ehrafworldcultures.yale.edu/document?id=aw69-001.",,,Asia-India,wall inside,assets/5d4beed8cf0b3a0f3f352244/5d4beed8cf0b3a0f3f352244.jpg
285,Adjusting to the environment,dividing spaces,curtain,7,"Benet, Sula, and Sula Benet. The Village of Viriatino: An Ethnographic Study of a Russian Village from before the Revolution to the Present. Anchor Books, 1970, pp 215. https://ehrafworldcultures.yale.edu/cultures/rf10/documents/086.",,,Europe-Russia,wall,assets/5d4bea71cf0b3a0f3f34a6f0/5d4bea71cf0b3a0f3f34a6f0.jpg
286,Adjusting to the environment,dividing spaces,fence,6,"Villa Rojas, Alfonso. “The Tzeltal.” Handbook of Middle American Indians, vol. 7, University of Texas Press, 1969, pp. 195–225, pp 217-A. https://ehrafworldcultures.yale.edu/document?id=nv09-004.",,,America-Mexico,wall,assets/5d4be3cbcf0b3a0f3f33ef15/5d4be3cbcf0b3a0f3f33ef15.jpg
287,Adjusting to the environment,covering floors,tile,86,"Guyette, Susan. Sociolinguistic Determinants of Native Language Vitality: A Comparative Study of Two Oklahoma Cherokee Communities. Xerox University Microfilms, 1987, pp 74. https://ehrafworldcultures.yale.edu/document?id=nn08-019.",,,America-US,floor,assets/5d4be9a2cf0b3a0f3f348fc6/5d4be9a2cf0b3a0f3f348fc6.jpg
288,Adjusting to the environment,covering floors,rug,10,"Friedl, Erika. Women of Deh Koh: Lives in an Iranian Village. Smithsonian Institution Press, 1989, pp 127. https://ehrafworldcultures.yale.edu/document?id=ma12-006.",,,Asian-Iran,floor,assets/5d4bdfcbcf0b3a0f3f338328/5d4bdfcbcf0b3a0f3f338328.jpg
289,Adjusting to the environment,covering floors,floor mat,3,"Wallace, William James. “Southern Valley Yokuts.” Handbook of North American Indians. California, vol. Vol. 8, Smithsonian Institution : For sale by the Supt. of Docs., U.S. G.P.O., 1978, pp. 448–61, pp 450. https://ehrafworldcultures.yale.edu/document?id=ns29-022.",,,America-US,floor,assets/5d4bf050cf0b3a0f3f354bb4/5d4bf050cf0b3a0f3f354bb4.jpg
290,Adjusting to the environment,covering floors,carpet,11,"French, Rebecca Redwood. The Golden Yoke: The Legal Cosmology of Buddhist Tibet. Cornell University Press, 1995, pp 220. https://ehrafworldcultures.yale.edu/document?id=aj01-037.",,,Asia-China,floor,assets/5d4be11acf0b3a0f3f33a75f/5d4be11acf0b3a0f3f33a75f.jpeg
291,Adjusting to the environment,covering floors,cloth,4,"Douglass, William A. “Death in Murelaga: Funerary Ritual in a Spanish Basque Village.” Monographs, University of Washington, 1969, pp. 14, 240, pp 132. https://ehrafworldcultures.yale.edu/document?id=ex08-002.",,,Europe-Spain,floor,assets/5d4bf014cf0b3a0f3f354592/5d4bf014cf0b3a0f3f354592.jpg
292,Adjusting to the environment,covering floors,planks,3,"Hard, Robert J., and William L. Merrill. “Mobile Agriculturalists and the Emergence of Sedentism: Perspectives from Northern Mexico.” American Anthropologist, vol. Vol. 94, no. 3, 1992, pp. 601–20, pp 613. https://ehrafworldcultures.yale.edu/document?id=nu33-015.",,,America-Mexico,floor,assets/5d4bf2e0cf0b3a0f3f359120/5d4bf2e0cf0b3a0f3f359120.jpg
293,Adjusting to the environment,covering floors,concrete,15,"Lindholm, Charles. Generosity and Jealousy: The Swat Pukhtun of Northern Pakistan. Columbia University Press, 1982, pp 21. https://ehrafworldcultures.yale.edu/document?id=au04-003.",,,Asia-Pakistan,floor,assets/5d4bf467cf0b3a0f3f35b96c/5d4bf467cf0b3a0f3f35b96c.jpg
294,Adjusting to the environment,providing shelter,hut,68,"Mangin, Eugène, et al. Essay on the Manners and Customs of the Mossi People in the Western Sudan. Augustin Challamel, 1921, pp 13. https://ehrafworldcultures.yale.edu/document?id=fa28-002.",,,Africa-Burkina Faso,home,assets/5d4becf0cf0b3a0f3f34eb94/5d4becf0cf0b3a0f3f34eb94.jpg
295,Adjusting to the environment,providing shelter,yurt,1,"Shternberg, Lev IAkovlevich, et al. The Gilyak, Orochi, Goldi, Negidal, Ainu: Articles and Materials. Dal’giz, 1933, pp 534.  https://ehrafworldcultures.yale.edu/document?id=rx02-001.",,,Asia-Russia,home,assets/5d4be1e0cf0b3a0f3f33bc01/5d4be1e0cf0b3a0f3f33bc01.JPG
296,Adjusting to the environment,providing shelter,shack,27,"Nimmo, Harry. “The Sea People of Sulu: A Study of Social Change in the Philippines.” Studies in Social and Economic Change, Chandler Pub. Co., 1972, pp. xi, 104, pp 57. https://ehrafworldcultures.yale.edu/cultures/oa08/documents/001.",,,Asia-Philippines,home,assets/5d4be627cf0b3a0f3f343277/5d4be627cf0b3a0f3f343277.jpg
297,Adjusting to the environment,providing shelter,cabin,2,"Honigmann, John Joseph, and Wendell Clark Bennett. “Culture and Ethos of Kaska Society.” Yale University Publications in Anthropology, no. 40, Yale University Press, 1949, pp. 366, 12 plates, pp 87. https://ehrafworldcultures.yale.edu/document?id=nd12-001.",,,America-Canada,home,assets/5d4bef55cf0b3a0f3f3530dc/5d4bef55cf0b3a0f3f3530dc.jpg
298,Adjusting to the environment,providing shelter,tent,4,"Honigmann, John Joseph, and Wendell Clark Bennett. 1949. “Culture and Ethos of Kaska Society.” In Yale University Publications in Anthropology, 366, 12 plates. New Haven, Conn.: Yale University Press. https://ehrafworldcultures.yale.edu/document?id=nd12-001.",,,America-Canada,home,assets/5d4bf43acf0b3a0f3f35b470/5d4bf43acf0b3a0f3f35b470.jpg
299,Adjusting to the environment,providing shelter,shed,2,"Murphy, Robert Francis. Headhunter’s Heritage; Social and Economic Change among the Mundurucú Indians. University of California Press, 1960, pp 115. https://ehrafworldcultures.yale.edu/document?id=sq13-012.",,,America-Brazil,home,assets/5fd02c4aa8444d0db97b41ea/9a86af6ff8cf3e2307f4e0a40fec965d/previews/1024_01.jpg
300,Adjusting to the environment,draining waste liquid,drain,68,"Clark, Donald Woodforde. “Koniag Prehistory: Archaeological Investigations at Late Prehistoric Sites on Kodiak Island, Alaska.” Tübinger Monographien Zur Urgeschichte, W. Kohlhammer, 1974, pp. ix, 271, pp 162. https://ehrafworldcultures.yale.edu/document?id=na10-008.",,,America-US,water outlet,assets/5d4be102cf0b3a0f3f33a48d/5d4be102cf0b3a0f3f33a48d.jpg
301,Adjusting to the environment,draining waste liquid,sink,62,"Pierce, Joe E. “Life in a Turkish Village.” Case Studies in Cultural Anthropology, Holt, Rinehart and Winston, 1964, pp. xii, 102, pp 50. https://ehrafworldcultures.yale.edu/document?id=mb01-003.",,,Europe-Turkey,water outlet,assets/5d4bf2eecf0b3a0f3f3592e8/5d4bf2eecf0b3a0f3f3592e8.jpg
302,Adjusting to the environment,draining waste liquid,pipe,26,"Friedl, E. (1963). Vasilika: a village in modern Greece. In Case studies in cultural anthropology (pp. 18, 110). Holt, Rinehart and Winston. https://ehrafworldcultures.yale.edu/document?id=eh01-002","Glacken, Clarence J. “Studies of Okinawan Village Life.” Scientific Investigations in the Ryuku Islands, Pacific Science Board, National Research Council, 1953, p. [ia-e] ii, 382, pp 74. https://ehrafworldcultures.yale.edu/document?id=ac07-001.",,"Europe-Greece, Asia-Japan",water outlet,assets/5d4bf190cf0b3a0f3f356b8e/5d4bf190cf0b3a0f3f356b8e.jpg
303,Adjusting to the environment,draining waste liquid,puddle,9,"Ayrout, Henry Habib, and Hilary Wayment. The Fellaheen. R. Schindler, 1945, pp 89. https://ehrafworldcultures.yale.edu/document?id=mr13-003.",,,Africa-Egypt,water outlet,assets/5d4be6fdcf0b3a0f3f344b06/5d4be6fdcf0b3a0f3f344b06.jpg
304,Adjusting to the environment,draining waste liquid,bathtub,8,"Condon, R. G. (Richard G. (1983). Inuit behavior and seasonal change in the Canadian Arctic. In Studies in cultural anthropology (p. 228). UMI Research Press. https://ehrafworldcultures.yale.edu/document?id=nd08-034",,,America-Canada,water outlet,assets/5d4be3f3cf0b3a0f3f33f3ad/5d4be3f3cf0b3a0f3f33f3ad.jpg
305,Adjusting to the environment,draining waste liquid,bath drain,3,"Gabrilopoulos, Nick, Charles Mather, and Caesar Roland Apentiik. 2002. “Lineage Organisation of the Tallensi Compound: The Social Logic of Domestic Space.” Africa Vol. 72 (2): 221–44. https://ehrafworldcultures.yale.edu/document?id=fe11-014.",,,Africa-Ghana,water outlet,assets/5d4be7e9cf0b3a0f3f346429/5d4be7e9cf0b3a0f3f346429.jpg
306,Adjusting to the environment,draining waste liquid,waterway,4,"Itkonen, T. I., & Minn, E. K. (1948). The Lapps in Finland up to 1945. Vol. 1. Werner Söderström Osakeyhtiö. https://ehrafworldcultures.yale.edu/document?id=ep04-002",,,Europe-Finland,water outlet,assets/5d4bf29fcf0b3a0f3f35897a/5d4bf29fcf0b3a0f3f35897a.jpg
307,Adjusting to the environment,draining waste liquid,toilet,2,"Connell, J. (1987). New Caledonia or Kanaky? the political history of a French colony. In Pacific research monograph (pp. xx, 493). National Centre for Development Studies, Research School of Pacific Studies, Australian National University. https://ehrafworldcultures.yale.edu/document?id=op04-002",,,Oceania-New Caledonia,water outlet,assets/5d4bf2e0cf0b3a0f3f359124/5d4bf2e0cf0b3a0f3f359124.jpg
308,Adjusting to the environment,draining waste liquid,cistern,2,"Columella, L. J. M., & Ash, H. B. (1960). On agriculture: in three volumes : I. Res Rustica I-IV. In Latin authors (pp. 34, 461). Harvard University Press ; William Heinemann. https://ehrafworldcultures.yale.edu/document?id=ei09-006",,,Europe-Italy,water outlet,assets/5d4bed16cf0b3a0f3f34efa8/5d4bed16cf0b3a0f3f34efa8.jpg
309,Adjusting to the environment,draining waste liquid,pond,9,"Langsdorff, G. H. von (Georg H. (1817). Voyages and travels in various parts of the world, during the years 1803, 1804, 1805, 1806, and 1807. Printed by George Phillips. https://ehrafworldcultures.yale.edu/cultures/na06/documents/009",,,America-US,water outlet,assets/5d4bef75cf0b3a0f3f353490/5d4bef75cf0b3a0f3f353490.jpg
310,Adjusting to the environment,draining waste liquid,well,7,"Fontenot, B. E., Hunt, L. R., Hildenbrand, Z. L., Carlton Jr, D. D., Oka, H., Walton, J. L., ... & Schug, K. A. (2013). An evaluation of water quality in private drinking water wells near natural gas extraction sites in the Barnett Shale Formation. Environmental science & technology, 47(17), 10032-10040.",,,America-US,water outlet,assets/5d4becd8cf0b3a0f3f34e8d8/5d4becd8cf0b3a0f3f34e8d8.jpg
311,Adjusting to the environment,draining waste liquid,sinkhole,1,"Yellen, J. E. (1977). Archaeological approaches to the present: models for reconstructing the past. In Studies in archaeology (pp. xvi, 259). Academic Press. https://ehrafworldcultures.yale.edu/document?id=fx10-028",,,"Africa-Nambia, Africa-Botswana",water outlet,assets/5d4bf192cf0b3a0f3f356bc6/5d4bf192cf0b3a0f3f356bc6.jpg
312,Adjusting to the environment,storing,box,11,"Birket-Smith, K. (1953). The Chugach Eskimo. In Nationalmuseets skrifter. Etnografisk række (Vol. 6, pp. ix, 261). Nationalmuseets publikationsfond. https://ehrafworldcultures.yale.edu/document?id=na10-001",,,America-US,storage room,assets/5d4bebdecf0b3a0f3f34d067/5d4bebdecf0b3a0f3f34d067.jpg
313,Adjusting to the environment,storing,cabinet,23,"Sanders, I. T. (1962). Rainbow in the rock: the people of rural Greece. Harvard University Press. https://ehrafworldcultures.yale.edu/document?id=eh01-001",,,Asia-Greece,storage room,assets/5d4be3c1cf0b3a0f3f33ede9/5d4be3c1cf0b3a0f3f33ede9.jpg
314,Adjusting to the environment,storing,suitcase,17,"Mortensen, I. D., Nicolaisen, I., & Carlsberg Foundation’S Nomad Research Project. (1993). Nomads of Luristan: history, material culture, and pastoralism in western Iran. Thames and Hudson ; Rhodos International Science and Art Publishers. https://ehrafworldcultures.yale.edu/document?id=ma12-004",,,Asia-Iran,storage room,assets/5d4be735cf0b3a0f3f34507a/5d4be735cf0b3a0f3f34507a.jpg
315,Adjusting to the environment,storing,shelf,19,"Hogbin, H. I. (1970). The island of menstruating men: religion in Wogeo, New Guinea. In Chandler publications in anthropology and sociology (pp. 15, 203). Chandler Pub. Co. https://ehrafworldcultures.yale.edu/document?id=oj27-015",,,Oceania-Papua New Guinea,storage room,assets/5d4be404cf0b3a0f3f33f584/5d4be404cf0b3a0f3f33f584.JPG
316,Adjusting to the environment,storing,counter,4,"Benedict, P. (1974). Ula: an Anatolian town. In Social, economic and political studies of the Middle East: Vol. v. 12 (pp. xiv, 280). E. J. Brill. https://ehrafworldcultures.yale.edu/cultures/mb01/documents/016",,,"Asia-China, Asia-Turkey",storage room,assets/5d4bee92cf0b3a0f3f351a3e/5d4bee92cf0b3a0f3f351a3e.jpg
317,Adjusting to the environment,storing,basket,7,"Evans-Pritchard, E. E. (Edward E. (1937). Witchcraft, oracles and magic among the Azande. Clarendon Press. https://ehrafworldcultures.yale.edu/cultures/fo07/documents/071",,,Africa-South Sudan,storage room,assets/5d4bf315cf0b3a0f3f359768/5d4bf315cf0b3a0f3f359768.jpg
318,Adjusting to the environment,storing,bag,25,"Stone, D. (1962). The Talamancan tribes of Costa Rica. In Papers of the Peabody Museum of American Archaeology and Ethnology (Vol. 43, Issue 2, pp. x, 108). The Peabody Museum. https://ehrafworldcultures.yale.edu/document?id=sa19-006",,,"America-Costa Rica, America-Panama",storage room,assets/5d4bed64cf0b3a0f3f34f872/5d4bed64cf0b3a0f3f34f872.jpg
319,Adjusting to the environment,storing,container,13,"Black, L. (1973). The Nivkh (Gilyak) of Sakhalin and the Lower Amur. Arctic Anthropology, Vol. 10(1), 112. https://ehrafworldcultures.yale.edu/document?id=rx02-023",,,Asia-Russia,storage room,assets/5d4beeb6cf0b3a0f3f351e62/5d4beeb6cf0b3a0f3f351e62.jpg
320,Adjusting to the environment,ventilating,chimney,7,"Johnston, B. (1988). Indian school days. Toronto, Canada. https://ehrafworldcultures.yale.edu/document?id=ng06-070",,,Asia-Russia,smoke and steam exit,assets/5d4be655cf0b3a0f3f3437c5/5d4be655cf0b3a0f3f3437c5.JPG
321,Adjusting to the environment,ventilating,ventilation system,13,"Bawer, M. ([n.d.]//). The Kuhgalu of Iran. [s.n.]. https://ehrafworldcultures.yale.edu/document?id=ma12-001",,,Asia-Iran,smoke and steam exit,assets/5d4be40dcf0b3a0f3f33f6a4/5d4be40dcf0b3a0f3f33f6a4.JPG
322,Adjusting to the environment,ventilating,ventilation hood,7,"Batchelor, J. (1927). Ainu life and lore: echoes of a departing race. Kyobunkwan. https://ehrafworldcultures.yale.edu/document?id=ab06-002",,,Asia-Japan,smoke and steam exit,assets/5ec4fa22f0611d7ddd741d57/5ec4fa22f0611d7ddd741d57.JPG
323,Adjusting to the environment,ventilating,window,55,"Innokentii, M. of M., Saint, Kolomna, kompaniia, R., Keen, B., & Kardinelowska, A. (1840). Notes on the Islands of the Unalaska District. Russian-American Company. https://ehrafworldcultures.yale.edu/cultures/na06/documents/001","Pearson, Lu Emily. 1957. Elizabethans at Home. Stanford, Calif.: Stanford University Press. https://ehrafworldcultures.yale.edu/document?id=es14-010.",,"America-US, Europe-UK",smoke and steam exit,assets/5d4bf174cf0b3a0f3f356876/5d4bf174cf0b3a0f3f356876.jpg
324,Adjusting to the environment,ventilating,ventilation hole,4,"Pryde, Duncan. 1972. Nunaga: My Land, My Country. Edmonton, Alta.: M.G. Hurtig Ltd. https://ehrafworldcultures.yale.edu/document?id=nd08-037.",,,America-Canada,smoke and steam exit,assets/5d4bded3cf0b3a0f3f336a43/5d4bded3cf0b3a0f3f336a43.jpg
325,Adjusting to the environment,ventilating,roof,19,"Janašvili, M., Tugan, A., & Kasbek, E. (1894). Abkhazia and the Abkhaz. In Zapiski Kavkazskago Otdiela Imperatorskago Russkago Geograficheskago Obshchestva [Memoirs of the Caucasus the Imperial Russian Geographical Society] (p. HRAF ms: 1-69 [Original: 1-59 ]). [s.n.]. https://ehrafworldcultures.yale.edu/cultures/ri03/documents/001",,,Asia-Georgia,smoke and steam exit,assets/5d4bf034cf0b3a0f3f3548d6/5d4bf034cf0b3a0f3f3548d6.jpg
326,Adjusting to the environment,ventilating,door,5,"Benet, S., & Benet, S. (1970). The village of Viriatino: an ethnographic study of a Russian village from before the revolution to the present. Anchor Books. https://ehrafworldcultures.yale.edu/cultures/rf10/documents/086",,,Europe-Russia,smoke and steam exit,assets/5d4becf8cf0b3a0f3f34ec9a/5d4becf8cf0b3a0f3f34ec9a.jpg
327,Adjusting to the environment,ventilating,vent pipe,3,"Horne, Lee. 1994. “Village Spaces: Settlement and Society in Northeastern Iran.” In Smithsonian Series in Archaeological Inquiry, xvi, 246. Washington: Smithsonian Institution Press. https://ehrafworldcultures.yale.edu/document?id=ma01-080.",,,Asia-Iran,smoke and steam exit,assets/5d4bdefbcf0b3a0f3f336eb3/5d4bdefbcf0b3a0f3f336eb3.jpg
328,Adjusting to the environment,ventilating,fan,12,"Noel, C. E. (1944). “Qanats.” Journal of the Royal Central Asian Society, Vol. 31, 191–202. https://ehrafworldcultures.yale.edu/document?id=ma01-050",,,Asia-Iran,ventilation,assets/5d4be321cf0b3a0f3f33dc87/5d4be321cf0b3a0f3f33dc87.jpg
329,Adjusting to the environment,ventilating,screen,1,"Culwick, Mrs., G. M. (1950). A dietary survey among the Zande of the south-western Sudan. Agricultural Publications Committee, Ministry of Agriculture, Sudan Govt. https://ehrafworldcultures.yale.edu/document?id=fo07-061",,,Africa-South Sudan,ventilation,assets/5d4be2c2cf0b3a0f3f33d3d5/5d4be2c2cf0b3a0f3f33d3d5.jpg
330,Adjusting to the environment,ventilating,air conditioner,2,"Ahmed, A. S. (1980). Pukhtun economy and society: traditional structure and economic development in a tribal society. In International library of anthropology (pp. 16, 406). Routledge & Kegan Paul. https://ehrafworldcultures.yale.edu/document?id=au04-001",,,Asia-Afghanistan,ventilation,assets/5d4be2f7cf0b3a0f3f33d833/5d4be2f7cf0b3a0f3f33d833.jpg
331,Adjusting to the environment,providing heat,heater,35,"Birket-Smith, K. (1953). The Chugach Eskimo. In Nationalmuseets skrifter. Etnografisk række (Vol. 6, pp. ix, 261). Nationalmuseets publikationsfond. https://ehrafworldcultures.yale.edu/document?id=na10-001",,,America-US,source of heat,assets/5d4beb93cf0b3a0f3f34c7ac/5d4beb93cf0b3a0f3f34c7ac.jpg
332,Adjusting to the environment,providing heat,stove,8,"Le Coeur, C., & Schütze, F. (1950). Teda ethnographic dictionary preceded by a French-Teda lexicon. In Mémoires (p. HRAF ms: 1, 348 l [Original: 213, 37 end plates]). Librairie Larose. https://ehrafworldcultures.yale.edu/document?id=ms22-003",,,"Africa-Sudan, Africa-Chad, Africa-Libya",source of heat,assets/5fd228f4955d2f758665be76/b09486988bbdbc1537ad257fafb35b51/previews/1024_01.jpg
333,Adjusting to the environment,providing heat,radiator,28,"Jankowiak, W. R. (1993). Sex, death, and hierarchy in a Chinese city: an anthropological account. Columbia University Press. https://ehrafworldcultures.yale.edu/document?id=ah06-016",,,Asia-China,source of heat,assets/5ec4fab0f0611d7ddd7421c8/5ec4fab0f0611d7ddd7421c8.jpg
334,Adjusting to the environment,providing heat,gas stove,2,"Layng, A. (1983). The Carib Reserve: identity and security in the West Indies. University Press of America. https://ehrafworldcultures.yale.edu/document?id=st13-014",,,America-Dominica,source of heat,assets/5d4be412cf0b3a0f3f33f73a/5d4be412cf0b3a0f3f33f73a.JPG
335,Adjusting to the environment,providing heat,furnace,1," Heaton, E. W. (Eric W. (1956). Everyday life in Old Testament times. Scribner. https://ehrafworldcultures.yale.edu/document?id=mf07-004",,,Asia-Israel,source of heat,assets/5d4be53fcf0b3a0f3f34194e/5d4be53fcf0b3a0f3f34194e.JPG
336,Adjusting to the environment,providing heat,gas heater,6,"Chang, X. (1999). “Fat pigs” and women’s gifts: agnatic and non-agnatic social support in Kaixiangong village. In women of china (pp. 156–174). St. Martin’s Press. https://ehrafworldcultures.yale.edu/document?id=ae15-102",,,Asia-China,source of heat,assets/5ec4f5c7f4a4fb7dc03879f7/5ec4f5c7f4a4fb7dc03879f7.jpg
337,Adjusting to the environment,providing heat,electric heater,1,"Darling, F. F. (1955). West Highland survey: an essay in human ecology. Oxford University Press. https://ehrafworldcultures.yale.edu/document?id=es10-010",,,Europe-UK,source of heat,assets/5d4be404cf0b3a0f3f33f588/5d4be404cf0b3a0f3f33f588.JPG
338,Adjusting to the environment,providing heat,fireplace,15,"Pospisil, L. J. (1963). Kapauku Papuan economy. In Yale University publications in anthropology (pp. 502, plates). Dept. of Anthropology, Yale University. https://ehrafworldcultures.yale.edu/document?id=oj29-005",,,Asia-China,source of heat,assets/5ec4fa23f0611d7ddd741d65/5ec4fa23f0611d7ddd741d65.JPG
339,Adjusting to the environment,providing heat,blanket,16,"Matossian, M. A. K. (1962). The impact of Soviet policies in Armenia. E. J. Brill. https://ehrafworldcultures.yale.edu/cultures/rj01/documents/005",,,Asia-Armenia,source of heat,assets/5d4bea93cf0b3a0f3f34ab02/5d4bea93cf0b3a0f3f34ab02.jpg
340,Adjusting to the environment,providing heat,boiler,1,"Kim, C. S. (1992). The culture of Korean industry: an ethnography of Poongsan Corporation. University of Arizona Press. https://ehrafworldcultures.yale.edu/document?id=aa01-064",,,"Asia-North Korea, Asia-South Korea",source of heat,assets/5d4bdfc1cf0b3a0f3f338219/5d4bdfc1cf0b3a0f3f338219.jpg
341,Healing,providing medication,leaves,1,"Sahagún, -, Bernadino de, et al. “General History of the Things of New Spain: Florentine Codex: Book 11 -- Earthly Things.” Monograph, no. 14, The School of American Research and the University of Utah, 1975, pp. 20, 297 , 64 plates, pp 193. https://ehrafworldcultures.yale.edu/document?id=nu07-021.",,,America-Mexico,medication,assets/5ec4f80ff0611d7ddd740b81/5ec4f80ff0611d7ddd740b81.jpg
342,Healing,providing medication,bottle,24,"Gusinde, M., & Schütze, F. (1931). The Fireland Indians: Vol. 1. The Selk’nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego. In Expeditions (pp. 32, 1176 , 51 plates). Verlag der Internationalen Zeitschrift. https://ehrafworldcultures.yale.edu/cultures/sh04/documents/001",,,America-Argentina,medication,assets/5d4befa2cf0b3a0f3f3538c4/5d4befa2cf0b3a0f3f3538c4.jpg
343,Healing,providing medication,supplement,8,"Blackwood, B. (1935). Both sides of Buka Passage: an ethnographic study of social, sexual, and economic questions in the north-western Solomon Islands. Clarendon Press. https://ehrafworldcultures.yale.edu/document?id=on26-001",,,Europe-Ireland,medication,assets/5d4be71ecf0b3a0f3f344ee6/5d4be71ecf0b3a0f3f344ee6.jpg
344,Healing,providing medication,medicinal liquid,3,"Staiano-Ross, K. (1986). Interpreting signs of illness: a case study in medical semiotics. In Approaches to semiotics (pp. 18, 284). Mouton de Gruyter. https://ehrafworldcultures.yale.edu/document?id=sa12-005",,,America-Belize,medication,assets/5d4be7ffcf0b3a0f3f3466bb/5d4be7ffcf0b3a0f3f3466bb.jpg
345,Healing,providing medication,ointment,1,"Meyer, H., & Handzik, H. (1916). The Barundi: an ethnological study of German East Africa. Ott Spamer. https://ehrafworldcultures.yale.edu/document?id=fo58-001",,,Africa-Burundi,medication,assets/5d4be0f1cf0b3a0f3f33a2a1/5d4be0f1cf0b3a0f3f33a2a1.jpg
346,Healing,providing medication,pill,8,"Pilz, A. (ca. 1988). Manang Jabing Anak Incham: a study of an Iban healer/Sarawak. D. Reimer. https://ehrafworldcultures.yale.edu/document?id=oc06-025",,,Asia-Malaysia,medication,assets/5ec4fc16f0611d7ddd742d8f/5ec4fc16f0611d7ddd742d8f.jpg
347,Healing,providing medication,balm,3,"Wedenoja, W. (2022). Culture summary: Jamaicans. HRAF. https://ehrafworldcultures.yale.edu/document?id=sy01-000",,,Africa-Jamaica,medication,assets/5d4bea65cf0b3a0f3f34a59c/5d4bea65cf0b3a0f3f34a59c.jpg
348,Healing,providing medication,lotion,3,"Morgan, L. H., & Lloyd, H. M. (1901). League of the Ho-De’-No-Sau-Nee or Iroquois. Vol. II. Dodd, Mead and Company. https://ehrafworldcultures.yale.edu/document?id=nm09-002","Lodge, O. (1941). Peasant life in Jugoslavia. Seeley, Service & Co. https://ehrafworldcultures.yale.edu/document?id=ef06-010",,"America-Canada, Europe-Serbia",medication,assets/5d4be1afcf0b3a0f3f33b7a1/5d4be1afcf0b3a0f3f33b7a1.jpg
349,Healing,providing medication,antiseptic,3,"Jochelson, W. (1905–1908). The Koryak. In Publications of the Jesup North Pacific Expedition (Vol. x, pp. xv, 842). E. J. Bril ; G. E. Stechert. https://ehrafworldcultures.yale.edu/document?id=ry04-001",,,Asia-Russia,medication,assets/5d4be791cf0b3a0f3f345ae8/5d4be791cf0b3a0f3f345ae8.jpg
350,Healing,providing medication,medicine,5,"Staiano-Ross, K. (1986). Interpreting signs of illness: a case study in medical semiotics. In Approaches to semiotics (pp. 18, 284). Mouton de Gruyter. https://ehrafworldcultures.yale.edu/document?id=sa12-005",,,America-Belize,medication,assets/5d4be635cf0b3a0f3f343417/5d4be635cf0b3a0f3f343417.jpg
